Attendance,AvgAttendanceByYear,AvgAttendanceByStage,Year,Stage,City,Stadium,Home Team Name,Away Team Name,Home Team Goals,Away Team Goals,Half-time Home Goals,Half-time Away Goals
39375.0,55374.91025641026,51367.86666666667,2014,Group B,Curitiba ,Arena da Baixada,Australia,Spain,0.0,3.0,0.0,1.0
62996.0,55374.91025641026,51367.86666666667,2014,Group B,Sao Paulo ,Arena de Sao Paulo,Netherlands,Chile,2.0,0.0,0.0,0.0
69112.0,55374.91025641026,54321.35,2014,Group A,Brasilia ,Estadio Nacional,Cameroon,Brazil,1.0,4.0,1.0,2.0
41212.0,55374.91025641026,54321.35,2014,Group A,Recife ,Arena Pernambuco,Croatia,Mexico,1.0,3.0,0.0,0.0
39706.0,55374.91025641026,45427.333333333336,2014,Group D,Natal ,Estadio das Dunas,Italy,Uruguay,0.0,1.0,0.0,0.0
57823.0,55374.91025641026,45427.333333333336,2014,Group D,Belo Horizonte ,Estadio Mineirao,Costa Rica,England,0.0,0.0,0.0,0.0
40340.0,55374.91025641026,45514.9375,2014,Group C,Cuiaba ,Arena Pantanal,Japan,Colombia,1.0,4.0,1.0,1.0
59095.0,55374.91025641026,45514.9375,2014,Group C,Fortaleza ,Estadio Castelao,Greece,C�te d'Ivoire,2.0,1.0,1.0,0.0
43285.0,55374.91025641026,42840.875,2014,Group F,Porto Alegre ,Estadio Beira-Rio,Nigeria,Argentina,2.0,3.0,1.0,2.0
48011.0,55374.91025641026,42840.875,2014,Group F,Salvador ,Arena Fonte Nova,"rn"">Bosnia and Herzegovina",IR Iran,3.0,1.0,1.0,0.0
40322.0,55374.91025641026,45675.916666666664,2014,Group E,Manaus ,Arena Amazonia,Honduras,Switzerland,0.0,3.0,0.0,2.0
73749.0,55374.91025641026,45675.916666666664,2014,Group E,Rio De Janeiro ,Estadio do Maracana,Ecuador,France,0.0,0.0,0.0,0.0
41876.0,55374.91025641026,48533.166666666664,2014,Group G,Recife ,Arena Pernambuco,USA,Germany,0.0,1.0,0.0,0.0
67540.0,55374.91025641026,48533.166666666664,2014,Group G,Brasilia ,Estadio Nacional,Portugal,Ghana,2.0,1.0,1.0,0.0
61397.0,55374.91025641026,46747.03333333333,2014,Group H,Sao Paulo ,Arena de Sao Paulo,Korea Republic,Belgium,0.0,1.0,0.0,0.0
39311.0,55374.91025641026,46747.03333333333,2014,Group H,Curitiba ,Arena da Baixada,Algeria,Russia,1.0,1.0,0.0,1.0
57714.0,55374.91025641026,52346.84285714286,2014,Round of 16,Belo Horizonte ,Estadio Mineirao,Brazil,Chile,1.0,1.0,0.0,0.0
73804.0,55374.91025641026,52346.84285714286,2014,Round of 16,Rio De Janeiro ,Estadio do Maracana,Colombia,Uruguay,2.0,0.0,1.0,0.0
67882.0,55374.91025641026,52346.84285714286,2014,Round of 16,Brasilia ,Estadio Nacional,France,Nigeria,2.0,0.0,0.0,0.0
60342.0,55374.91025641026,45697.48484848485,2014,Quarter-finals,Fortaleza ,Estadio Castelao,Brazil,Colombia,2.0,1.0,1.0,0.0
74240.0,55374.91025641026,45697.48484848485,2014,Quarter-finals,Rio De Janeiro ,Estadio do Maracana,France,Germany,0.0,1.0,0.0,1.0
58141.0,55374.91025641026,59053.333333333336,2014,Semi-finals,Belo Horizonte ,Estadio Mineirao,Brazil,Germany,1.0,7.0,0.0,5.0
68034.0,55374.91025641026,68034.0,2014,Play-off for third place,Brasilia ,Estadio Nacional,Brazil,Netherlands,0.0,3.0,0.0,2.0
74738.0,55374.91025641026,76383.65,2014,Final,Rio De Janeiro ,Estadio do Maracana,Germany,Argentina,1.0,0.0,0.0,0.0
63267.0,55374.91025641026,59053.333333333336,2014,Semi-finals,Sao Paulo ,Arena de Sao Paulo,Netherlands,Argentina,0.0,0.0,0.0,0.0
51179.0,55374.91025641026,45697.48484848485,2014,Quarter-finals,Salvador ,Arena Fonte Nova,Netherlands,Costa Rica,0.0,0.0,0.0,0.0
68551.0,55374.91025641026,45697.48484848485,2014,Quarter-finals,Brasilia ,Estadio Nacional,Argentina,Belgium,1.0,0.0,1.0,0.0
58817.0,55374.91025641026,52346.84285714286,2014,Round of 16,Fortaleza ,Estadio Castelao,Netherlands,Mexico,2.0,1.0,0.0,0.0
41242.0,55374.91025641026,52346.84285714286,2014,Round of 16,Recife ,Arena Pernambuco,Costa Rica,Greece,1.0,1.0,0.0,0.0
63255.0,55374.91025641026,52346.84285714286,2014,Round of 16,Sao Paulo ,Arena de Sao Paulo,Argentina,Switzerland,1.0,0.0,0.0,0.0
51227.0,55374.91025641026,52346.84285714286,2014,Round of 16,Salvador ,Arena Fonte Nova,Belgium,USA,2.0,1.0,0.0,0.0
57714.0,55374.91025641026,52346.84285714286,2014,Round of 16,Belo Horizonte ,Estadio Mineirao,Brazil,Chile,1.0,1.0,0.0,0.0
73804.0,55374.91025641026,52346.84285714286,2014,Round of 16,Rio De Janeiro ,Estadio do Maracana,Colombia,Uruguay,2.0,0.0,1.0,0.0
58817.0,55374.91025641026,52346.84285714286,2014,Round of 16,Fortaleza ,Estadio Castelao,Netherlands,Mexico,2.0,1.0,0.0,0.0
41242.0,55374.91025641026,52346.84285714286,2014,Round of 16,Recife ,Arena Pernambuco,Costa Rica,Greece,1.0,1.0,0.0,0.0
67882.0,55374.91025641026,52346.84285714286,2014,Round of 16,Brasilia ,Estadio Nacional,France,Nigeria,2.0,0.0,0.0,0.0
63255.0,55374.91025641026,52346.84285714286,2014,Round of 16,Sao Paulo ,Arena de Sao Paulo,Argentina,Switzerland,1.0,0.0,0.0,0.0
51227.0,55374.91025641026,52346.84285714286,2014,Round of 16,Salvador ,Arena Fonte Nova,Belgium,USA,2.0,1.0,0.0,0.0
74240.0,55374.91025641026,45697.48484848485,2014,Quarter-finals,Rio De Janeiro ,Estadio do Maracana,France,Germany,0.0,1.0,0.0,1.0
60342.0,55374.91025641026,45697.48484848485,2014,Quarter-finals,Fortaleza ,Estadio Castelao,Brazil,Colombia,2.0,1.0,1.0,0.0
68551.0,55374.91025641026,45697.48484848485,2014,Quarter-finals,Brasilia ,Estadio Nacional,Argentina,Belgium,1.0,0.0,1.0,0.0
51179.0,55374.91025641026,45697.48484848485,2014,Quarter-finals,Salvador ,Arena Fonte Nova,Netherlands,Costa Rica,0.0,0.0,0.0,0.0
58141.0,55374.91025641026,59053.333333333336,2014,Semi-finals,Belo Horizonte ,Estadio Mineirao,Brazil,Germany,1.0,7.0,0.0,5.0
63267.0,55374.91025641026,59053.333333333336,2014,Semi-finals,Sao Paulo ,Arena de Sao Paulo,Netherlands,Argentina,0.0,0.0,0.0,0.0
68034.0,55374.91025641026,68034.0,2014,Play-off for third place,Brasilia ,Estadio Nacional,Brazil,Netherlands,0.0,3.0,0.0,2.0
74738.0,55374.91025641026,76383.65,2014,Final,Rio De Janeiro ,Estadio do Maracana,Germany,Argentina,1.0,0.0,0.0,0.0
